gameId,summonerId,seasonId,gameVersion,gameMode,gameType,queueId,teamId,gameDuration,win,participantId,role,tier,rank,kills,deaths,assists,championId,minionsKilled,champLevel,wardsPlaced,goldEarned,goldSpent,visionScore,totalDamageDealt,largestMultiKill,teamFirstBlood,teamFirstTowerKill,teamFirstInhibitor,teamFirstBaron,teamFirstDragon,teamFirstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills
3235347410,KSlLBc4Qjexunqw5_f1FkTwWcfuUVsw9VMg3WZcHgMza4ro,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,200,1522,True,9,JUNGLE,BRONZE,I,8,4,6,5,28,13,11,9763,8308,30,115977,2,True,True,False,False,True,False,2,0,0,4,0
3235347410,gGFcf5fSfn0-r9pq78HggzBE7ri9i9SiVXCxVCz7mfu8aEOd,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,200,1522,True,10,MIDDLE,UNRANKED,N/A,1,4,5,103,102,14,5,6399,4800,7,74720,1,True,True,False,False,True,False,2,0,0,4,0
3235580033,swTJBlQ5GkGQCzQ6DTMIrCSD17IrTHGt6kJuXHB9j6IZjAA,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,100,2127,False,1,MIDDLE,UNRANKED,N/A,10,8,5,50,167,16,10,14329,14275,27,137473,1,True,True,False,False,False,True,4,0,0,1,1
3235580033,U7nAMg9hCy7giJ_lxSb9D_taCMWe_gMxzyOudsMoEJgPUwdb,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,100,2127,False,2,BOTTOM,UNRANKED,N/A,1,8,5,89,27,13,19,7186,6900,50,27973,1,True,True,False,False,False,True,4,0,0,1,1
3235580033,WO9g-E6drunPuhJraqvyr8h3CrX5DgLJ2FRWwSYd8gM9nc8e,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,100,2127,False,3,JUNGLE,UNRANKED,N/A,2,5,3,203,71,15,3,10628,10075,11,165615,1,True,True,False,False,False,True,4,0,0,1,1
3235580033,9kUKhSY975VCtxGWx__R9KA9rYNdo2upwIkD6CbK5otE01FK,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,100,2127,False,4,BOTTOM,UNRANKED,N/A,6,9,4,523,199,15,7,12553,11750,14,155800,1,True,True,False,False,False,True,4,0,0,1,1
3235580033,6UjestoyUpA31emmlDEmwPaVYv3b1JnsrjbMZDgAIgDVNJMB,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,100,2127,False,5,TOP,SILVER,IV,3,8,3,13,224,17,5,11668,11550,9,211179,1,True,True,False,False,False,True,4,0,0,1,1
3235580033,4KlTfxeJ0rH3MWcYuHMOjTxduf0o7ngIjakZoW1_sA7uEq4,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,200,2127,True,6,TOP,SILVER,II,19,5,6,122,255,18,11,18676,17108,21,221582,2,False,False,True,False,True,False,9,4,0,3,0
3235580033,C60Dh64hwjlBEmM7GOvEg4qdXVDKpxar_vSSOuUOKtABFts,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,200,2127,True,7,MIDDLE,UNRANKED,N/A,6,7,4,38,141,16,10,10903,9650,18,103141,2,False,False,True,False,True,False,9,4,0,3,0
3235580033,7qD6CixrOZ0rX1gTjUxcLekFNt7MclhbXyahFjYHUW-VJZY,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,200,2127,True,8,JUNGLE,BRONZE,III,10,7,3,107,10,15,10,12793,11275,30,146309,1,False,False,True,False,True,False,9,4,0,3,0
